gene_id_simplified	V1	V1V2shared
ENSG00000157890	yes	yes
ENSG00000157992	yes	yes
ENSG00000157999	yes	NA
ENSG00000158008	yes	yes
ENSG00000158014	yes	yes
ENSG00000158022	yes	yes
ENSG00000158055	yes	yes
ENSG00000158077	yes	yes
ENSG00000158125	yes	yes
ENSG00000158220	yes	yes
ENSG00000158258	yes	yes
ENSG00000158296	yes	yes
ENSG00000158315	yes	yes
ENSG00000158485	yes	yes
ENSG00000158486	yes	yes
ENSG00000158497	yes	yes
ENSG00000158516	yes	yes
ENSG00000158553	yes	yes
ENSG00000158639	yes	yes
ENSG00000158748	yes	yes
ENSG00000158764	yes	yes
ENSG00000158786	yes	yes
ENSG00000158815	yes	yes
ENSG00000158816	yes	yes
ENSG00000158865	yes	yes
ENSG00000158901	yes	yes
ENSG00000158955	yes	NA
ENSG00000159167	yes	yes
ENSG00000159182	yes	yes
ENSG00000159184	yes	yes
ENSG00000159197	yes	yes
ENSG00000159217	yes	yes
ENSG00000159224	yes	yes
ENSG00000159248	yes	yes
ENSG00000159251	yes	yes
ENSG00000159261	yes	yes
ENSG00000159263	yes	yes
ENSG00000159289	yes	yes
ENSG00000159307	yes	yes
ENSG00000159337	yes	yes
ENSG00000159398	yes	yes
ENSG00000159409	yes	yes
ENSG00000159455	yes	yes
ENSG00000159495	yes	yes
ENSG00000159516	yes	yes
ENSG00000159527	yes	yes
ENSG00000159648	yes	yes
ENSG00000159650	yes	yes
ENSG00000159723	yes	yes
ENSG00000159763	yes	yes
ENSG00000159961	yes	yes
ENSG00000160097	yes	yes
ENSG00000160181	yes	yes
ENSG00000160182	yes	yes
ENSG00000160202	yes	yes
ENSG00000160207	yes	yes
ENSG00000160224	yes	yes
ENSG00000160233	yes	yes
ENSG00000160282	yes	yes
ENSG00000160349	yes	yes
ENSG00000160471	yes	yes
ENSG00000160472	yes	yes
ENSG00000160606	yes	yes
ENSG00000160716	yes	yes
ENSG00000160801	yes	yes
ENSG00000160808	yes	yes
ENSG00000160862	yes	yes
ENSG00000160867	yes	yes
ENSG00000160868	yes	yes
ENSG00000160870	yes	yes
ENSG00000160882	yes	yes
ENSG00000160886	yes	yes
ENSG00000160951	yes	yes
ENSG00000160973	yes	yes
ENSG00000160994	yes	yes
ENSG00000161082	yes	yes
ENSG00000161103	yes	yes
ENSG00000161133	yes	yes
ENSG00000161180	yes	yes
ENSG00000161270	yes	yes
ENSG00000161594	yes	yes
ENSG00000161609	yes	NA
ENSG00000161610	yes	yes
ENSG00000161634	yes	yes
ENSG00000161652	yes	yes
ENSG00000161664	yes	yes
ENSG00000161798	yes	yes
ENSG00000161807	yes	yes
ENSG00000161849	yes	yes
ENSG00000161850	yes	yes
ENSG00000161860	yes	yes
ENSG00000161896	yes	yes
ENSG00000161973	yes	yes
ENSG00000161992	yes	yes
ENSG00000162006	yes	yes
ENSG00000162009	yes	yes
ENSG00000162039	yes	yes
ENSG00000162040	yes	yes
ENSG00000162068	yes	yes
ENSG00000162267	yes	yes
ENSG00000162344	yes	yes
ENSG00000162365	yes	yes
ENSG00000162374	yes	yes
ENSG00000162391	yes	yes
ENSG00000162399	yes	yes
ENSG00000162409	yes	yes
ENSG00000162438	yes	yes
ENSG00000162456	yes	yes
ENSG00000162460	yes	yes
ENSG00000162461	yes	yes
ENSG00000162482	yes	yes
ENSG00000162493	yes	yes
ENSG00000162494	yes	yes
ENSG00000162510	yes	yes
ENSG00000162552	yes	yes
ENSG00000162571	yes	yes
ENSG00000162592	yes	yes
ENSG00000162594	yes	yes
ENSG00000162595	yes	yes
ENSG00000162621	yes	yes
ENSG00000162624	yes	yes
ENSG00000162631	yes	yes
ENSG00000162641	yes	yes
ENSG00000162643	yes	yes
ENSG00000162670	yes	yes
ENSG00000162706	yes	yes
ENSG00000162723	yes	NA
ENSG00000162727	yes	yes
ENSG00000162728	yes	yes
ENSG00000162753	yes	yes
ENSG00000162761	yes	yes
ENSG00000162763	yes	yes
ENSG00000162771	yes	yes
ENSG00000162782	yes	yes
ENSG00000162814	yes	yes
ENSG00000162825	yes	NA
ENSG00000162843	yes	yes
ENSG00000162877	yes	yes
ENSG00000162891	yes	yes
ENSG00000162897	yes	yes
ENSG00000162949	yes	yes
ENSG00000162951	yes	yes
ENSG00000162992	yes	yes
ENSG00000162998	yes	yes
ENSG00000163012	yes	yes
ENSG00000163017	yes	yes
ENSG00000163032	yes	yes
ENSG00000163046	yes	yes
ENSG00000163060	yes	yes
ENSG00000163064	yes	yes
ENSG00000163075	yes	yes
ENSG00000163081	yes	yes
ENSG00000163083	yes	yes
ENSG00000163114	yes	yes
ENSG00000163145	yes	yes
ENSG00000163202	yes	yes
ENSG00000163206	yes	yes
ENSG00000163207	yes	yes
ENSG00000163209	yes	yes
ENSG00000163216	yes	yes
ENSG00000163217	yes	yes
ENSG00000163218	yes	yes
ENSG00000163254	yes	yes
ENSG00000163263	yes	yes
ENSG00000163273	yes	yes
ENSG00000163283	yes	yes
ENSG00000163288	yes	yes
ENSG00000163293	yes	yes
ENSG00000163295	yes	yes
ENSG00000163331	yes	yes
ENSG00000163347	yes	yes
ENSG00000163352	yes	yes
ENSG00000163354	yes	yes
ENSG00000163357	yes	yes
ENSG00000163380	yes	yes
ENSG00000163394	yes	yes
ENSG00000163395	yes	yes
ENSG00000163435	yes	yes
ENSG00000163440	yes	yes
ENSG00000163467	yes	yes
ENSG00000163491	yes	yes
ENSG00000163497	yes	yes
ENSG00000163499	yes	yes
ENSG00000163501	yes	yes
ENSG00000163515	yes	yes
ENSG00000163530	yes	yes
ENSG00000163581	yes	yes
ENSG00000163618	yes	yes
ENSG00000163623	yes	yes
ENSG00000163624	yes	yes
ENSG00000163630	yes	yes
ENSG00000163632	yes	yes
ENSG00000163646	yes	yes
ENSG00000163666	yes	yes
ENSG00000163705	yes	yes
ENSG00000163746	yes	yes
ENSG00000163751	yes	yes
ENSG00000163792	yes	yes
ENSG00000163793	yes	yes
ENSG00000163806	yes	NA
ENSG00000163810	yes	yes
ENSG00000163817	yes	yes
ENSG00000163825	yes	yes
ENSG00000163885	yes	yes
ENSG00000163888	yes	yes
ENSG00000163909	yes	yes
ENSG00000163914	yes	yes
ENSG00000163982	yes	yes
ENSG00000164007	yes	yes
ENSG00000164049	yes	yes
ENSG00000164078	yes	yes
ENSG00000164082	yes	yes
ENSG00000164089	yes	yes
ENSG00000164093	yes	yes
ENSG00000164099	yes	yes
ENSG00000164106	yes	yes
ENSG00000164107	yes	yes
ENSG00000164112	yes	yes
ENSG00000164113	yes	yes
ENSG00000164122	yes	yes
ENSG00000164123	yes	yes
ENSG00000164129	yes	yes
ENSG00000164161	yes	yes
ENSG00000164175	yes	yes
ENSG00000164176	yes	yes
ENSG00000164185	yes	yes
ENSG00000164188	yes	yes
ENSG00000164256	yes	yes
ENSG00000164265	yes	yes
ENSG00000164266	yes	yes
ENSG00000164287	yes	yes
ENSG00000164299	yes	yes
ENSG00000164303	yes	yes
ENSG00000164304	yes	yes
ENSG00000164318	yes	yes
ENSG00000164325	yes	yes
ENSG00000164326	yes	yes
ENSG00000164334	yes	yes
ENSG00000164344	yes	yes
ENSG00000164363	yes	yes
ENSG00000164379	yes	yes
ENSG00000164393	yes	yes
ENSG00000164399	yes	yes
ENSG00000164400	yes	yes
ENSG00000164404	yes	yes
ENSG00000164406	yes	yes
ENSG00000164411	yes	yes
ENSG00000164418	yes	yes
ENSG00000164434	yes	yes
ENSG00000164438	yes	yes
ENSG00000164484	yes	yes
ENSG00000164485	yes	yes
ENSG00000164488	yes	yes
ENSG00000164508	yes	yes
ENSG00000164520	yes	yes
ENSG00000164532	yes	yes
ENSG00000164542	yes	yes
ENSG00000164588	yes	yes
ENSG00000164600	yes	yes
ENSG00000164626	yes	yes
ENSG00000164647	yes	yes
ENSG00000164651	yes	yes
ENSG00000164690	yes	yes
ENSG00000164694	yes	yes
ENSG00000164707	yes	yes
ENSG00000164729	yes	yes
ENSG00000164743	yes	yes
ENSG00000164744	yes	yes
ENSG00000164746	yes	yes
ENSG00000164749	yes	yes
ENSG00000164756	yes	yes
ENSG00000164761	yes	yes
ENSG00000164764	yes	yes
ENSG00000164778	yes	yes
ENSG00000164796	yes	yes
ENSG00000164816	yes	yes
ENSG00000164822	yes	yes
ENSG00000164825	yes	yes
ENSG00000164841	yes	yes
ENSG00000164853	yes	yes
ENSG00000164855	yes	yes
ENSG00000164871	yes	yes
ENSG00000164893	yes	yes
ENSG00000164900	yes	yes
ENSG00000164920	yes	yes
ENSG00000164946	yes	yes
ENSG00000164972	yes	yes
ENSG00000165059	yes	yes
ENSG00000165061	yes	yes
ENSG00000165066	yes	yes
ENSG00000165072	yes	yes
ENSG00000165076	yes	yes
ENSG00000165084	yes	yes
ENSG00000165091	yes	yes
ENSG00000165105	yes	yes
ENSG00000165120	yes	yes
ENSG00000165125	yes	yes
ENSG00000165182	yes	yes
ENSG00000165186	yes	yes
ENSG00000165188	yes	yes
ENSG00000165192	yes	yes
ENSG00000165194	yes	yes
ENSG00000165202	yes	yes
ENSG00000165204	yes	yes
ENSG00000165246	yes	yes
ENSG00000165349	yes	yes
ENSG00000165370	yes	yes
ENSG00000165376	yes	yes
ENSG00000165379	yes	yes
ENSG00000165383	yes	yes
ENSG00000165443	yes	yes
ENSG00000165449	yes	yes
ENSG00000165462	yes	yes
ENSG00000165471	yes	yes
ENSG00000165474	yes	yes
ENSG00000165478	yes	yes
ENSG00000165495	yes	yes
ENSG00000165496	yes	yes
ENSG00000165509	yes	yes
ENSG00000165553	yes	yes
ENSG00000165556	yes	yes
ENSG00000165566	yes	yes
ENSG00000165583	yes	yes
ENSG00000165584	yes	yes
ENSG00000165588	yes	yes
ENSG00000165606	yes	yes
ENSG00000165621	yes	yes
ENSG00000165623	yes	yes
ENSG00000165633	yes	yes
ENSG00000165643	yes	yes
ENSG00000165685	yes	yes
ENSG00000165694	yes	yes
ENSG00000165762	yes	yes
ENSG00000165794	yes	yes
ENSG00000165799	yes	yes
ENSG00000165805	yes	yes
ENSG00000165816	yes	yes
ENSG00000165828	yes	yes
ENSG00000165837	yes	yes
ENSG00000165841	yes	yes
ENSG00000165863	yes	yes
ENSG00000165868	yes	yes
ENSG00000165887	yes	yes
ENSG00000165917	yes	yes
ENSG00000165935	yes	yes
ENSG00000165953	yes	yes
ENSG00000165970	yes	yes
ENSG00000165972	yes	yes
ENSG00000165973	yes	yes
ENSG00000165995	yes	yes
ENSG00000166006	yes	yes
ENSG00000166049	yes	yes
ENSG00000166069	yes	yes
ENSG00000166073	yes	yes
ENSG00000166090	yes	yes
ENSG00000166105	yes	yes
ENSG00000166106	yes	yes
ENSG00000166111	yes	yes
ENSG00000166118	yes	yes
ENSG00000166143	yes	yes
ENSG00000166152	yes	yes
ENSG00000166160	yes	NA
ENSG00000166183	yes	yes
ENSG00000166206	yes	yes
ENSG00000166220	yes	yes
ENSG00000166246	yes	yes
ENSG00000166250	yes	yes
ENSG00000166257	yes	yes
ENSG00000166268	yes	yes
ENSG00000166317	yes	yes
ENSG00000166329	yes	yes
ENSG00000166351	yes	yes
ENSG00000166359	yes	yes
ENSG00000166363	yes	yes
ENSG00000166368	yes	yes
ENSG00000166391	yes	yes
ENSG00000166396	yes	yes
ENSG00000166407	yes	yes
ENSG00000166415	yes	yes
ENSG00000166426	yes	yes
ENSG00000166448	yes	yes
ENSG00000166450	yes	yes
ENSG00000166482	yes	yes
ENSG00000166509	yes	yes
ENSG00000166535	yes	yes
ENSG00000166546	yes	yes
ENSG00000166558	yes	yes
ENSG00000166569	yes	yes
ENSG00000166589	yes	yes
ENSG00000166592	yes	yes
ENSG00000166596	yes	yes
ENSG00000166603	yes	yes
ENSG00000166634	yes	yes
ENSG00000166664	yes	yes
ENSG00000166670	yes	yes
ENSG00000166676	yes	NA
ENSG00000166682	yes	yes
ENSG00000166743	yes	yes
ENSG00000166800	yes	yes
ENSG00000166819	yes	yes
ENSG00000166828	yes	yes
ENSG00000166862	yes	yes
ENSG00000166863	yes	yes
ENSG00000166869	yes	yes
ENSG00000166884	yes	yes
ENSG00000166897	yes	yes
ENSG00000166922	yes	yes
ENSG00000166923	yes	yes
ENSG00000166926	yes	yes
ENSG00000166930	yes	yes
ENSG00000166948	yes	yes
ENSG00000166959	yes	yes
ENSG00000166960	yes	yes
ENSG00000166961	yes	yes
ENSG00000166984	yes	yes
ENSG00000167011	yes	yes
ENSG00000167098	yes	yes
ENSG00000167103	yes	yes
ENSG00000167104	yes	yes
ENSG00000167105	yes	yes
ENSG00000167139	yes	yes
ENSG00000167157	yes	yes
ENSG00000167165	yes	yes
ENSG00000167183	yes	yes
ENSG00000167194	yes	NA
ENSG00000167195	yes	yes
ENSG00000167281	yes	yes
ENSG00000167311	yes	yes
ENSG00000167332	yes	yes
ENSG00000167346	yes	yes
ENSG00000167359	yes	yes
ENSG00000167360	yes	yes
ENSG00000167419	yes	yes
ENSG00000167549	yes	yes
ENSG00000167580	yes	yes
ENSG00000167588	yes	yes
ENSG00000167612	yes	yes
ENSG00000167614	yes	NA
ENSG00000167653	yes	yes
ENSG00000167654	yes	yes
ENSG00000167656	yes	yes
ENSG00000167701	yes	yes
ENSG00000167741	yes	yes
ENSG00000167749	yes	yes
ENSG00000167751	yes	yes
ENSG00000167754	yes	yes
ENSG00000167755	yes	yes
ENSG00000167757	yes	yes
ENSG00000167759	yes	yes
ENSG00000167767	yes	yes
ENSG00000167769	yes	yes
ENSG00000167772	yes	yes
ENSG00000167780	yes	yes
ENSG00000167791	yes	yes
ENSG00000167800	yes	yes
ENSG00000167822	yes	yes
ENSG00000167825	yes	yes
ENSG00000167858	yes	yes
ENSG00000167910	yes	yes
ENSG00000167916	yes	yes
ENSG00000167964	yes	NA
ENSG00000167968	yes	yes
ENSG00000167971	yes	yes
ENSG00000168032	yes	NA
ENSG00000168065	yes	yes
ENSG00000168124	yes	yes
ENSG00000168131	yes	yes
ENSG00000168143	yes	yes
ENSG00000168148	yes	yes
ENSG00000168158	yes	yes
ENSG00000168243	yes	yes
ENSG00000168263	yes	yes
ENSG00000168267	yes	yes
ENSG00000168269	yes	yes
ENSG00000168334	yes	yes
ENSG00000168348	yes	yes
ENSG00000168412	yes	yes
ENSG00000168418	yes	yes
ENSG00000168427	yes	yes
ENSG00000168481	yes	yes
ENSG00000168490	yes	yes
ENSG00000168491	yes	yes
ENSG00000168505	yes	yes
ENSG00000168515	yes	yes
ENSG00000168530	yes	yes
ENSG00000168539	yes	yes
ENSG00000168582	yes	yes
ENSG00000168589	yes	yes
ENSG00000168594	yes	yes
ENSG00000168619	yes	yes
ENSG00000168621	yes	yes
ENSG00000168634	yes	yes
ENSG00000168658	yes	yes
ENSG00000168671	yes	yes
ENSG00000168676	yes	yes
ENSG00000168703	yes	yes
ENSG00000168757	yes	yes
ENSG00000168779	yes	yes
ENSG00000168828	yes	yes
ENSG00000168830	yes	yes
ENSG00000168843	yes	yes
ENSG00000168875	yes	yes
ENSG00000168878	yes	yes
ENSG00000168907	yes	yes
ENSG00000168917	yes	yes
ENSG00000168925	yes	yes
ENSG00000168930	yes	yes
ENSG00000168955	yes	yes
ENSG00000169035	yes	yes
ENSG00000169059	yes	yes
ENSG00000169064	yes	yes
ENSG00000169067	yes	yes
ENSG00000169071	yes	yes
ENSG00000169154	yes	yes
ENSG00000169174	yes	yes
ENSG00000169194	yes	yes
ENSG00000169208	yes	yes
ENSG00000169213	yes	yes
ENSG00000169214	yes	yes
ENSG00000169218	yes	yes
ENSG00000169297	yes	yes
ENSG00000169302	yes	yes
ENSG00000169327	yes	yes
ENSG00000169340	yes	yes
ENSG00000169344	yes	yes
ENSG00000169347	yes	yes
ENSG00000169393	yes	yes
ENSG00000169402	yes	yes
ENSG00000169427	yes	yes
ENSG00000169436	yes	yes
ENSG00000169469	yes	yes
ENSG00000169474	yes	yes
ENSG00000169484	yes	yes
ENSG00000169488	yes	yes
ENSG00000169495	yes	yes
ENSG00000169509	yes	yes
ENSG00000169515	yes	yes
ENSG00000169548	yes	yes
ENSG00000169550	yes	yes
ENSG00000169551	yes	yes
ENSG00000169562	yes	yes
ENSG00000169575	yes	yes
ENSG00000169594	yes	yes
ENSG00000169605	yes	NA
ENSG00000169618	yes	yes
ENSG00000169676	yes	yes
ENSG00000169688	yes	yes
ENSG00000169717	yes	yes
ENSG00000169750	yes	yes
ENSG00000169752	yes	yes
ENSG00000169758	yes	yes
ENSG00000169777	yes	yes
ENSG00000169783	yes	yes
ENSG00000169789	yes	yes
ENSG00000169800	yes	yes
ENSG00000169807	yes	yes
ENSG00000169836	yes	yes
ENSG00000169840	yes	yes
ENSG00000169856	yes	yes
ENSG00000169876	yes	yes
ENSG00000169885	yes	yes
ENSG00000169900	yes	yes
ENSG00000169903	yes	yes
ENSG00000169906	yes	yes
ENSG00000169933	yes	yes
ENSG00000169953	yes	yes
ENSG00000169989	yes	yes
ENSG00000170044	yes	yes
ENSG00000170049	yes	yes
ENSG00000170054	yes	yes
ENSG00000170075	yes	yes
ENSG00000170092	yes	NA
ENSG00000170099	yes	yes
ENSG00000170153	yes	yes
ENSG00000170162	yes	yes
ENSG00000170166	yes	yes
ENSG00000170178	yes	yes
ENSG00000170209	yes	yes
ENSG00000170214	yes	yes
ENSG00000170231	yes	yes
ENSG00000170255	yes	yes
ENSG00000170262	yes	yes
ENSG00000170276	yes	yes
ENSG00000170279	yes	yes
ENSG00000170289	yes	yes
ENSG00000170290	yes	yes
ENSG00000170324	yes	yes
ENSG00000170367	yes	yes
ENSG00000170369	yes	yes
ENSG00000170370	yes	yes
ENSG00000170373	yes	yes
ENSG00000170374	yes	yes
ENSG00000170381	yes	yes
ENSG00000170419	yes	yes
ENSG00000170423	yes	yes
ENSG00000170426	yes	yes
ENSG00000170454	yes	yes
ENSG00000170465	yes	yes
ENSG00000170477	yes	yes
ENSG00000170482	yes	yes
ENSG00000170484	yes	yes
ENSG00000170498	yes	yes
ENSG00000170500	yes	yes
ENSG00000170509	yes	yes
ENSG00000170516	yes	yes
ENSG00000170523	yes	yes
ENSG00000170537	yes	yes
ENSG00000170549	yes	yes
ENSG00000170561	yes	yes
ENSG00000170577	yes	yes
ENSG00000170605	yes	yes
ENSG00000170608	yes	yes
ENSG00000170613	yes	yes
ENSG00000170615	yes	yes
ENSG00000170624	yes	yes
ENSG00000170683	yes	yes
ENSG00000170689	yes	yes
ENSG00000170703	yes	yes
ENSG00000170743	yes	yes
ENSG00000170748	yes	yes
ENSG00000170775	yes	yes
ENSG00000170777	yes	yes
ENSG00000170782	yes	yes
ENSG00000170786	yes	yes
ENSG00000170788	yes	yes
ENSG00000170790	yes	yes
ENSG00000170807	yes	yes
ENSG00000170820	yes	yes
ENSG00000170848	yes	yes
ENSG00000170890	yes	yes
ENSG00000170891	yes	yes
ENSG00000170893	yes	yes
ENSG00000170920	yes	yes
ENSG00000170923	yes	yes
ENSG00000170925	yes	yes
ENSG00000170927	yes	yes
ENSG00000170929	yes	yes
ENSG00000170948	yes	yes
ENSG00000170950	yes	yes
ENSG00000170953	yes	yes
ENSG00000170959	yes	yes
ENSG00000170961	yes	yes
ENSG00000170965	yes	yes
ENSG00000170967	yes	yes
ENSG00000171004	yes	yes
ENSG00000171014	yes	yes
ENSG00000171016	yes	yes
ENSG00000171017	yes	yes
ENSG00000171053	yes	yes
ENSG00000171054	yes	yes
ENSG00000171060	yes	yes
ENSG00000171094	yes	yes
ENSG00000171102	yes	yes
ENSG00000171116	yes	yes
ENSG00000171119	yes	yes
ENSG00000171124	yes	yes
ENSG00000171126	yes	yes
ENSG00000171133	yes	yes
ENSG00000171136	yes	yes
ENSG00000171180	yes	yes
ENSG00000171189	yes	yes
ENSG00000171195	yes	yes
ENSG00000171201	yes	yes
ENSG00000171217	yes	yes
ENSG00000171234	yes	yes
ENSG00000171243	yes	yes
ENSG00000171303	yes	yes
ENSG00000171346	yes	yes
ENSG00000171360	yes	yes
ENSG00000171396	yes	yes
ENSG00000171402	yes	yes
ENSG00000171403	yes	yes
ENSG00000171405	yes	yes
ENSG00000171431	yes	yes
ENSG00000171446	yes	yes
ENSG00000171450	yes	yes
ENSG00000171459	yes	yes
ENSG00000171462	yes	yes
ENSG00000171478	yes	yes
ENSG00000171481	yes	yes
ENSG00000171487	yes	yes
ENSG00000171489	yes	yes
ENSG00000171495	yes	yes
ENSG00000171496	yes	yes
ENSG00000171501	yes	yes
ENSG00000171505	yes	yes
ENSG00000171540	yes	yes
ENSG00000171551	yes	yes
ENSG00000171561	yes	yes
ENSG00000171587	yes	yes
ENSG00000171595	yes	yes
ENSG00000171711	yes	yes
ENSG00000171724	yes	yes
ENSG00000171747	yes	yes
ENSG00000171759	yes	yes
ENSG00000171773	yes	yes
ENSG00000171786	yes	yes
ENSG00000171790	yes	yes
ENSG00000171804	yes	yes
ENSG00000171815	yes	yes
ENSG00000171819	yes	yes
ENSG00000171847	yes	NA
ENSG00000171855	yes	yes
ENSG00000171864	yes	yes
ENSG00000171872	yes	yes
ENSG00000171873	yes	yes
ENSG00000171877	yes	yes
ENSG00000171885	yes	yes
ENSG00000171903	yes	yes
ENSG00000171931	yes	yes
ENSG00000171936	yes	yes
ENSG00000171942	yes	yes
ENSG00000171944	yes	yes
ENSG00000171951	yes	yes
ENSG00000171956	yes	yes
ENSG00000171989	yes	yes
ENSG00000172014	yes	yes
ENSG00000172016	yes	yes
ENSG00000172020	yes	yes
ENSG00000172023	yes	yes
ENSG00000172031	yes	yes
ENSG00000172058	yes	yes
ENSG00000172061	yes	yes
ENSG00000172073	yes	yes
ENSG00000172137	yes	yes
ENSG00000172146	yes	yes
ENSG00000172150	yes	yes
ENSG00000172154	yes	yes
ENSG00000172155	yes	yes
ENSG00000172156	yes	yes
ENSG00000172179	yes	yes
ENSG00000172188	yes	yes
ENSG00000172199	yes	yes
ENSG00000172201	yes	yes
ENSG00000172209	yes	yes
ENSG00000172238	yes	yes
ENSG00000172247	yes	yes
ENSG00000172288	yes	yes
ENSG00000172289	yes	yes
ENSG00000172318	yes	yes
ENSG00000172320	yes	yes
ENSG00000172324	yes	yes
ENSG00000172346	yes	yes
ENSG00000172350	yes	NA
ENSG00000172352	yes	yes
ENSG00000172362	yes	yes
ENSG00000172365	yes	yes
ENSG00000172367	yes	yes
ENSG00000172377	yes	yes
ENSG00000172399	yes	yes
ENSG00000172404	yes	yes
ENSG00000172410	yes	yes
ENSG00000172421	yes	yes
ENSG00000172425	yes	yes
ENSG00000172457	yes	yes
ENSG00000172458	yes	yes
ENSG00000172461	yes	yes
ENSG00000172464	yes	yes
ENSG00000172468	yes	yes
ENSG00000172476	yes	yes
ENSG00000172482	yes	yes
ENSG00000172487	yes	yes
ENSG00000172489	yes	yes
ENSG00000172497	yes	yes
ENSG00000172519	yes	yes
ENSG00000172538	yes	yes
ENSG00000172551	yes	yes
ENSG00000172568	yes	yes
ENSG00000172640	yes	yes
ENSG00000172680	yes	yes
ENSG00000172689	yes	yes
ENSG00000172717	yes	yes
ENSG00000172742	yes	yes
ENSG00000172752	yes	yes
ENSG00000172769	yes	yes
ENSG00000172771	yes	yes
ENSG00000172772	yes	yes
ENSG00000172782	yes	yes
ENSG00000172789	yes	yes
ENSG00000172803	yes	NA
ENSG00000172818	yes	yes
ENSG00000172828	yes	yes
ENSG00000172867	yes	yes
ENSG00000172901	yes	yes
ENSG00000172935	yes	yes
ENSG00000172938	yes	yes
ENSG00000172940	yes	yes
ENSG00000172967	yes	yes
ENSG00000172969	yes	yes
ENSG00000172986	yes	yes
ENSG00000172987	yes	yes
ENSG00000172995	yes	yes
ENSG00000173080	yes	yes
ENSG00000173093	yes	yes
ENSG00000173124	yes	yes
ENSG00000173157	yes	yes
ENSG00000173212	yes	yes
ENSG00000173227	yes	yes
ENSG00000173237	yes	yes
ENSG00000173239	yes	yes
ENSG00000173250	yes	yes
ENSG00000173253	yes	yes
ENSG00000173261	yes	yes
ENSG00000173285	yes	yes
ENSG00000173302	yes	yes
ENSG00000173349	yes	yes
ENSG00000173389	yes	yes
ENSG00000173401	yes	yes
ENSG00000173406	yes	yes
ENSG00000173421	yes	yes
ENSG00000173431	yes	yes
ENSG00000173452	yes	yes
ENSG00000173464	yes	yes
ENSG00000173467	yes	yes
ENSG00000173546	yes	yes
ENSG00000173572	yes	yes
ENSG00000173610	yes	yes
ENSG00000173612	yes	yes
ENSG00000173627	yes	yes
ENSG00000173641	yes	yes
ENSG00000173662	yes	yes
ENSG00000173673	yes	yes
ENSG00000173678	yes	yes
ENSG00000173679	yes	yes
ENSG00000173698	yes	yes
ENSG00000173699	yes	yes
ENSG00000173702	yes	yes
ENSG00000173705	yes	yes
ENSG00000173714	yes	yes
ENSG00000173728	yes	yes
ENSG00000173769	yes	yes
ENSG00000173805	yes	yes
ENSG00000173809	yes	yes
ENSG00000173826	yes	yes
ENSG00000173838	yes	yes
ENSG00000173908	yes	yes
ENSG00000173947	yes	yes
ENSG00000173976	yes	yes
ENSG00000174015	yes	yes
ENSG00000174038	yes	yes
ENSG00000174145	yes	yes
ENSG00000174156	yes	yes
ENSG00000174225	yes	yes
ENSG00000174236	yes	yes
ENSG00000174255	yes	yes
ENSG00000174279	yes	yes
ENSG00000174325	yes	yes
ENSG00000174332	yes	yes
ENSG00000174339	yes	yes
ENSG00000174343	yes	yes
ENSG00000174358	yes	yes
ENSG00000174429	yes	yes
ENSG00000174448	yes	yes
ENSG00000174450	yes	yes
ENSG00000174453	yes	yes
ENSG00000174460	yes	yes
ENSG00000174473	yes	yes
ENSG00000174482	yes	yes
ENSG00000174498	yes	yes
ENSG00000174502	yes	yes
ENSG00000174521	yes	yes
ENSG00000174527	yes	yes
ENSG00000174562	yes	yes
ENSG00000174567	yes	yes
ENSG00000174576	yes	yes
ENSG00000174599	yes	yes
ENSG00000174611	yes	yes
ENSG00000174667	yes	yes
ENSG00000174672	yes	yes
ENSG00000174697	yes	yes
ENSG00000174740	yes	yes
ENSG00000174808	yes	yes
ENSG00000174871	yes	yes
ENSG00000174876	yes	yes
ENSG00000174898	yes	yes
ENSG00000174914	yes	yes
ENSG00000174937	yes	yes
ENSG00000174938	yes	NA
ENSG00000174948	yes	yes
ENSG00000174950	yes	yes
ENSG00000174957	yes	yes
ENSG00000174963	yes	yes
ENSG00000174970	yes	yes
ENSG00000174982	yes	yes
ENSG00000174992	yes	yes
ENSG00000175018	yes	yes
ENSG00000175065	yes	yes
ENSG00000175077	yes	yes
ENSG00000175097	yes	yes
ENSG00000175121	yes	yes
ENSG00000175143	yes	yes
ENSG00000175189	yes	yes
ENSG00000175202	yes	yes
ENSG00000175229	yes	yes
ENSG00000175267	yes	NA
ENSG00000175311	yes	yes
ENSG00000175315	yes	yes
ENSG00000175325	yes	yes
ENSG00000175329	yes	yes
ENSG00000175336	yes	yes
ENSG00000175344	yes	yes
ENSG00000175398	yes	yes
ENSG00000175485	yes	yes
ENSG00000175497	yes	yes
ENSG00000175513	yes	yes
ENSG00000175514	yes	yes
ENSG00000175518	yes	yes
ENSG00000175520	yes	yes
ENSG00000175535	yes	yes
ENSG00000175619	yes	yes
ENSG00000175646	yes	yes
ENSG00000175664	yes	yes
ENSG00000175697	yes	yes
ENSG00000175718	yes	yes
ENSG00000175766	yes	yes
ENSG00000175785	yes	yes
ENSG00000175793	yes	yes
ENSG00000175832	yes	yes
ENSG00000175868	yes	yes
ENSG00000175894	yes	yes
ENSG00000175946	yes	yes
ENSG00000176009	yes	yes
ENSG00000176029	yes	yes
ENSG00000176040	yes	yes
ENSG00000176076	yes	yes
ENSG00000176134	yes	yes
ENSG00000176136	yes	yes
ENSG00000176153	yes	yes
ENSG00000176165	yes	yes
ENSG00000176194	yes	yes
ENSG00000176198	yes	yes
ENSG00000176200	yes	yes
